OrderDate,Category,City,Country,CustomerName,Discount,OrderID,PostalCode,Profit,Quantity,Account,Sales,Segment,ShipDate,ShipMode,State,Sub_Category,DaystoShipActual,SalesForecast,ShipStatus,DaystoShipScheduled,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude
2011-09-19,Technology,Houston,United States,Sean Braxton,0.4,US-2011-106992,77036,-252,7,Northwind Traders,2520,Corporate,2011-09-21,Second Class,Texas,Machines,2,3302,Shipped Early,3,null,2519.96,-10,null,29.6984,-95.5405
2011-09-20,Furniture,Bloomington,United States,Philip Fox,0.5,US-2011-134614,61701,-408,6,Northwind Traders,618,Consumer,2011-09-25,Standard Class,Illinois,Tables,5,809,Shipped Early,6,null,617.7,-66,null,40.4783,-88.9893
2011-09-20,Furniture,Chicago,United States,Sarah Brown,0.3,CA-2011-120411,60653,-70,5,Northwind Traders,493,Consumer,2011-09-23,First Class,Illinois,Bookcases,3,647,Shipped Late,1,null,493.43,-14.3,null,41.8196,-87.6126
2011-09-20,Furniture,Columbia,United States,Duane Noonan,0,CA-2011-166744,21044,51,3,A Datum Corporation,164,Consumer,2011-09-24,Standard Class,Maryland,Furnishings,4,215,Shipped Early,6,null,164.22,31,null,39.2141,-76.8788
2011-09-20,Furniture,Columbia,United States,Duane Noonan,0,CA-2011-166744,21044,36,3,A Datum Corporation,363,Consumer,2011-09-24,Standard Class,Maryland,Bookcases,4,476,Shipped Early,6,null,362.94,10,null,39.2141,-76.8788
2011-09-20,Furniture,New York City,United States,Mitch Webber,0.2,CA-2011-125997,10011,-10,2,A Datum Corporation,802,Consumer,2011-09-23,First Class,New York,Bookcases,3,1050,Shipped Late,1,null,801.57,-1.3,null,40.7402,-73.9996
2011-09-20,Furniture,New York City,United States,Mitch Webber,0.1,CA-2011-125997,10011,140,2,A Datum Corporation,632,Consumer,2011-09-23,First Class,New York,Chairs,3,828,Shipped Late,1,null,631.78,22.2,null,40.7402,-73.9996
2011-09-20,Technology,Chicago,United States,Sarah Brown,0.2,CA-2011-120411,60653,3,2,Northwind Traders,11,Consumer,2011-09-23,First Class,Illinois,Phones,3,15,Shipped Late,1,null,11.12,31.3,null,41.8196,-87.6126
2011-09-20,Technology,Columbia,United States,Duane Noonan,0,CA-2011-166744,21044,26,2,A Datum Corporation,60,Consumer,2011-09-24,Standard Class,Maryland,Accessories,4,79,Shipped Early,6,null,59.98,44,null,39.2141,-76.8788
2011-09-20,Technology,New York City,United States,Mitch Webber,0,CA-2011-125997,10011,157,5,A Datum Corporation,630,Consumer,2011-09-23,First Class,New York,Phones,3,825,Shipped Late,1,null,629.95,25,null,40.7402,-73.9996
2011-09-20,Technology,New York City,United States,Mitch Webber,0,CA-2011-125997,10011,661,9,A Datum Corporation,1350,Consumer,2011-09-23,First Class,New York,Phones,3,1769,Shipped Late,1,null,1349.91,49,null,40.7402,-73.9996
2011-09-21,Furniture,Garland,United States,Joni Sundaresam,0.6,US-2011-166310,75043,-7,2,Northwind Traders,9,Home Office,2011-09-23,First Class,Texas,Furnishings,2,11,Shipped Late,1,null,8.54,-87.5,null,32.8565,-96.5999
2011-09-21,Technology,Des Moines,United States,Jack Garza,0,US-2011-135972,98198,702,3,Alpine Ski House,1800,Consumer,2011-09-23,Second Class,Washington,Copiers,2,2359,Shipped Early,3,null,1799.97,39,null,47.3929,-122.3129
2011-09-21,Technology,Des Moines,United States,Jack Garza,0.2,US-2011-135972,98198,28,2,Alpine Ski House,246,Consumer,2011-09-23,Second Class,Washington,Phones,2,323,Shipped Early,3,null,246.38,11.3,null,47.3929,-122.3129
2011-09-21,Technology,San Francisco,United States,Herbert Flentye,0.2,CA-2011-153969,94109,24,2,Alpine Ski House,240,Consumer,2011-09-25,Standard Class,California,Phones,4,314,Shipped Early,6,null,239.98,10,null,37.7917,-122.4186
2011-09-22,Furniture,New York City,United States,Adam Shillingsburg,0,CA-2011-156160,10035,35,3,A Datum Corporation,97,Consumer,2011-09-29,Standard Class,New York,Furnishings,7,128,Shipped Late,6,null,97.44,36,null,40.8011,-73.9371
2011-09-22,Furniture,New York City,United States,Adam Shillingsburg,0.1,CA-2011-156160,10035,84,4,A Datum Corporation,580,Consumer,2011-09-29,Standard Class,New York,Chairs,7,759,Shipped Late,6,null,579.53,14.4,null,40.8011,-73.9371
2011-09-23,Furniture,San Diego,United States,Brian Moss,0.15,US-2011-134733,92037,21,3,Alpine Ski House,436,Corporate,2011-09-28,Standard Class,California,Bookcases,5,571,Shipped Early,6,null,436,4.7,null,32.8455,-117.2521
2011-09-23,Technology,San Diego,United States,Brian Moss,0.2,US-2011-134733,92037,31,2,Alpine Ski House,84,Corporate,2011-09-28,Standard Class,California,Phones,5,110,Shipped Early,6,null,83.98,37.5,null,32.8455,-117.2521
2011-09-25,Furniture,Houston,United States,Michelle Tran,0.32,US-2011-112914,77041,-97,2,Northwind Traders,301,Home Office,2011-09-30,Standard Class,Texas,Bookcases,5,394,Shipped Early,6,null,300.53,-32.4,null,29.8602,-95.5817
2011-09-26,Furniture,Los Angeles,United States,Kean Takahito,0.2,US-2011-151925,90049,0,2,Alpine Ski House,146,Consumer,2011-10-01,Second Class,California,Chairs,5,191,Shipped Late,3,null,145.57,0,null,34.066,-118.474
2011-09-26,Furniture,Philadelphia,United States,Craig Molinari,0.2,CA-2011-144974,19140,5,1,A Datum Corporation,21,Corporate,2011-09-30,Standard Class,Pennsylvania,Furnishings,4,28,Shipped Early,6,null,21.18,22.5,null,40.0118,-75.1456
2011-09-26,Furniture,San Diego,United States,Karen Ferguson,0.2,CA-2011-132451,92105,73,3,Alpine Ski House,586,Home Office,2011-09-27,First Class,California,Chairs,1,767,Shipped On Time,1,null,585.55,12.5,null,32.7423,-117.0947
2011-09-26,Technology,Chicago,United States,Michael Moore,0.2,CA-2011-115049,60623,38,11,Northwind Traders,154,Consumer,2011-10-01,Standard Class,Illinois,Accessories,5,202,Shipped Early,6,null,153.82,25,null,41.849,-87.7157
2011-09-26,Technology,Lancaster,United States,Dianna Arnett,0.2,CA-2011-115133,43130,0,2,A Datum Corporation,3,Home Office,2011-09-30,Standard Class,Ohio,Accessories,4,4,Shipped Early,6,null,3.15,15,null,39.7187,-82.6031
2011-09-27,Furniture,Hackensack,United States,Thomas Seio,0,CA-2011-120887,7601,38,3,A Datum Corporation,88,Corporate,2011-10-03,Standard Class,New Jersey,Furnishings,6,115,Shipped On Time,6,null,87.54,43,null,40.8882,-74.0503
2011-09-27,Furniture,San Diego,United States,Thea Hendricks,0.2,US-2011-133130,92037,45,5,Alpine Ski House,604,Consumer,2011-10-01,Standard Class,California,Chairs,4,791,Shipped Early,6,null,603.92,7.5,null,32.8455,-117.2521
2011-09-28,Furniture,Hollywood,United States,Xylona Preis,0.2,CA-2011-114335,33021,17,4,Fabrikam Inc,337,Consumer,2011-10-03,Standard Class,Florida,Furnishings,5,442,Shipped Early,6,null,337.09,5,null,26.0218,-80.1891
2011-09-29,Furniture,Los Angeles,United States,Arthur Prichep,0,CA-2011-146969,90045,53,2,Alpine Ski House,205,Consumer,2011-10-03,Standard Class,California,Furnishings,4,268,Shipped Early,6,null,204.6,26,null,33.9631,-118.3941
2011-09-29,Furniture,New York City,United States,Lisa DeCherney,0,CA-2011-124856,10011,36,4,A Datum Corporation,117,Consumer,2011-10-03,Second Class,New York,Furnishings,4,154,Shipped Late,3,null,117.36,31,null,40.7402,-73.9996
2011-09-29,Furniture,Philadelphia,United States,Suzanne McNair,0.4,CA-2011-122931,19134,-82,2,A Datum Corporation,409,Corporate,2011-10-03,Standard Class,Pennsylvania,Tables,4,536,Shipped Early,6,null,409.27,-20,null,39.9925,-75.1133
2011-09-29,Furniture,Philadelphia,United States,Suzanne McNair,0.4,CA-2011-122931,19134,-20,1,A Datum Corporation,67,Corporate,2011-10-03,Standard Class,Pennsylvania,Tables,4,88,Shipped Early,6,null,67.18,-30,null,39.9925,-75.1133
2011-09-29,Furniture,Seattle,United States,Paul Prost,0,CA-2011-126683,98115,399,9,Alpine Ski House,2349,Home Office,2011-10-01,Second Class,Washington,Tables,2,3078,Shipped Early,3,null,2348.82,17,null,47.6849,-122.2968
2011-09-29,Furniture,Seattle,United States,Paul Prost,0,CA-2011-126683,98115,3,2,Alpine Ski House,6,Home Office,2011-10-01,Second Class,Washington,Furnishings,2,8,Shipped Early,3,null,6.16,48,null,47.6849,-122.2968
2011-09-29,Technology,Los Angeles,United States,Arthur Prichep,0.2,CA-2011-146969,90045,223,2,Alpine Ski House,686,Consumer,2011-10-03,Standard Class,California,Machines,4,899,Shipped Early,6,null,686.32,32.5,null,33.9631,-118.3941
2011-09-30,Furniture,New York City,United States,Maya Herman,0,CA-2011-159478,10035,5,3,A Datum Corporation,15,Corporate,2011-10-06,Standard Class,New York,Furnishings,6,20,Shipped On Time,6,null,15.24,34,null,40.8011,-73.9371
2011-10-02,Technology,Tempe,United States,Erin Smith,0.2,CA-2011-108189,85281,107,2,Alpine Ski House,318,Corporate,2011-10-05,First Class,Arizona,Phones,3,417,Shipped Late,1,null,318.4,33.8,null,33.4227,-111.9261
2011-10-02,Technology,Tempe,United States,Erin Smith,0.2,CA-2011-108189,85281,0,1,Alpine Ski House,7,Corporate,2011-10-05,First Class,Arizona,Accessories,3,9,Shipped Late,1,null,7.16,-1.3,null,33.4227,-111.9261
2011-10-02,Technology,Tempe,United States,Erin Smith,0.2,CA-2011-108189,85281,20,3,Alpine Ski House,230,Corporate,2011-10-05,First Class,Arizona,Phones,3,302,Shipped Late,1,null,230.38,8.8,null,33.4227,-111.9261
2011-10-03,Furniture,Dallas,United States,Russell DAscenzo,0.6,CA-2011-120775,75217,-19,3,Northwind Traders,32,Consumer,2011-10-07,Standard Class,Texas,Furnishings,4,42,Shipped Early,6,null,31.78,-60,null,32.7244,-96.6755
2011-10-03,Furniture,Evanston,United States,Beth Paige,0.3,CA-2011-153976,60201,-70,3,Northwind Traders,258,Consumer,2011-10-08,Second Class,Illinois,Chairs,5,338,Shipped Late,3,null,258.28,-27.1,null,42.0546,-87.6943
2011-10-03,Furniture,Los Angeles,United States,Allen Rosenblatt,0.2,CA-2011-157882,90036,4,1,Alpine Ski House,143,Corporate,2011-10-08,Second Class,California,Tables,5,188,Shipped Late,3,null,143.43,2.5,null,34.0699,-118.3492
2011-10-03,Furniture,Los Angeles,United States,Allen Rosenblatt,0.2,CA-2011-157882,90036,14,3,Alpine Ski House,122,Corporate,2011-10-08,Second Class,California,Chairs,5,160,Shipped Late,3,null,122.35,11.3,null,34.0699,-118.3492
2011-10-03,Technology,Columbus,United States,Denny Ordway,0.2,CA-2011-108903,43229,-4,3,A Datum Corporation,142,Consumer,2011-10-03,Same Day,Ohio,Accessories,0,187,Shipped On Time,0,null,142.49,-2.5,null,40.0839,-82.9726
2011-10-04,Furniture,New York City,United States,Chris Cortes,0.1,CA-2011-166891,10024,-7,5,A Datum Corporation,589,Consumer,2011-10-06,First Class,New York,Chairs,2,772,Shipped Late,1,null,589.41,-1.1,null,40.7864,-73.9764
2011-10-05,Technology,Pomona,United States,Keith Herrera,0,CA-2011-152233,91767,35,2,Alpine Ski House,100,Consumer,2011-10-06,First Class,California,Accessories,1,131,Shipped On Time,1,null,99.98,35,null,34.0812,-117.7362
2011-10-06,Technology,San Diego,United States,Xylona Preis,0,CA-2011-134677,92024,2,3,Alpine Ski House,9,Consumer,2011-10-10,Standard Class,California,Accessories,4,12,Shipped Early,6,null,9.09,21,null,33.0535,-117.2689
2011-10-07,Furniture,Philadelphia,United States,Mathew Reese,0.2,CA-2011-117429,19140,21,5,A Datum Corporation,130,Home Office,2011-10-13,Standard Class,Pennsylvania,Furnishings,6,170,Shipped On Time,6,null,129.92,16.3,null,40.0118,-75.1456
2011-10-08,Technology,Charlotte,United States,Jack Garza,0.2,CA-2011-142951,28205,5,3,Fabrikam Inc,23,Consumer,2011-10-08,Same Day,North Carolina,Accessories,0,31,Shipped On Time,0,null,23.47,21.3,null,35.22,-80.7881
2011-10-09,Technology,San Francisco,United States,Shirley Jackson,0.2,CA-2011-138240,94122,-3,1,Alpine Ski House,16,Consumer,2011-10-14,Standard Class,California,Phones,5,21,Shipped Early,6,null,15.99,-18.8,null,37.7593,-122.4836
2011-10-10,Furniture,Manteca,United States,Tanja Norvell,0.2,CA-2011-140403,95336,14,3,Alpine Ski House,122,Home Office,2011-10-10,Same Day,California,Chairs,0,160,Shipped On Time,0,null,122.35,11.3,null,37.8134,-121.2132
2011-10-10,Furniture,Phoenix,United States,Shirley Daniels,0.2,CA-2011-150329,85023,4,7,Alpine Ski House,47,Home Office,2011-10-14,Standard Class,Arizona,Furnishings,4,61,Shipped Early,6,null,46.87,7.5,null,33.6324,-112.1118
2011-10-10,Technology,Columbus,United States,Richard Bierner,0.7,US-2011-105137,43229,-71,2,A Datum Corporation,102,Consumer,2011-10-10,Same Day,Ohio,Machines,0,134,Shipped On Time,0,null,101.99,-70,null,40.0839,-82.9726
2011-10-10,Technology,Huntsville,United States,Craig Molinari,0.2,CA-2011-103492,77340,66,7,Northwind Traders,756,Corporate,2011-10-15,Standard Class,Texas,Phones,5,991,Shipped Early,6,null,755.94,8.7,null,30.6448,-95.5798
2011-10-10,Technology,Huntsville,United States,Craig Molinari,0.2,CA-2011-103492,77340,72,6,Northwind Traders,720,Corporate,2011-10-15,Standard Class,Texas,Phones,5,943,Shipped Early,6,null,719.95,10,null,30.6448,-95.5798
2011-10-11,Furniture,Fayetteville,United States,Dorothy Badders,0,CA-2011-114314,72701,4,4,Fabrikam Inc,9,Corporate,2011-10-15,Standard Class,Arkansas,Furnishings,4,12,Shipped Early,6,null,8.92,44,null,36.052,-94.1534
2011-10-11,Furniture,Pasadena,United States,Helen Andreada,0.2,CA-2011-157924,91104,-65,2,Alpine Ski House,434,Consumer,2011-10-13,First Class,California,Chairs,2,568,Shipped Late,1,null,433.57,-15,null,34.1678,-118.1261
2011-10-11,Furniture,Seattle,United States,Dean percer,0,CA-2011-116834,98115,19,11,Alpine Ski House,63,Home Office,2011-10-16,Standard Class,Washington,Furnishings,5,83,Shipped Early,6,null,63.47,30,null,47.6849,-122.2968
2011-10-11,Technology,Seattle,United States,Dean percer,0,CA-2011-116834,98115,59,5,Alpine Ski House,345,Home Office,2011-10-16,Standard Class,Washington,Accessories,5,452,Shipped Early,6,null,345,17,null,47.6849,-122.2968
2011-10-13,Furniture,Edmonds,United States,Zuschuss Carroll,0,CA-2011-151995,98026,312,5,Alpine Ski House,1299,Consumer,2011-10-15,First Class,Washington,Tables,2,1702,Shipped Late,1,null,1298.55,24,null,47.8353,-122.327
2011-10-13,Furniture,Lakewood,United States,Marina Lichtenstein,0,CA-2011-164742,8701,27,2,A Datum Corporation,246,Corporate,2011-10-18,Second Class,New Jersey,Chairs,5,322,Shipped Late,3,null,245.98,11,null,40.085,-74.2042
2011-10-13,Technology,Edmonds,United States,Zuschuss Carroll,0,CA-2011-151995,98026,3,2,Alpine Ski House,26,Consumer,2011-10-15,First Class,Washington,Accessories,2,34,Shipped Late,1,null,25.78,10,null,47.8353,-122.327
2011-10-13,Technology,Richmond,United States,Michelle Arnett,0,CA-2011-132010,23223,4,2,Fabrikam Inc,23,Home Office,2011-10-15,First Class,Virginia,Accessories,2,30,Shipped Late,1,null,22.96,19,null,37.5477,-77.3948
2011-10-14,Furniture,Everett,United States,Toby Carlisle,0,CA-2011-151330,2149,261,9,A Datum Corporation,1629,Consumer,2011-10-17,First Class,Massachusetts,Chairs,3,2134,Shipped Late,1,null,1628.82,16,null,42.4112,-71.0514
2011-10-14,Technology,Everett,United States,Toby Carlisle,0,CA-2011-151330,2149,30,3,A Datum Corporation,177,Consumer,2011-10-17,First Class,Massachusetts,Accessories,3,232,Shipped Late,1,null,177,17,null,42.4112,-71.0514
2011-10-14,Technology,Fort Worth,United States,Hunter Glantz,0.2,CA-2011-163748,76106,625,5,Northwind Traders,2000,Consumer,2011-10-18,Standard Class,Texas,Copiers,4,2621,Shipped Early,6,null,1999.96,31.3,null,32.7968,-97.356
2011-10-15,Furniture,Hialeah,United States,Dan Lawera,0.2,CA-2011-143182,33012,4,1,Fabrikam Inc,15,Consumer,2011-10-20,Standard Class,Florida,Furnishings,5,20,Shipped Early,6,null,15.38,26.3,null,25.8654,-80.3059
2011-10-15,Furniture,Parma,United States,Anna Chung,0.3,US-2011-122021,44134,-8,2,A Datum Corporation,183,Consumer,2011-10-17,First Class,Ohio,Chairs,2,240,Shipped Late,1,null,183.37,-4.3,null,41.3853,-81.7044
2011-10-16,Technology,San Francisco,United States,Lynn Smith,0,US-2011-109456,94110,86,3,Alpine Ski House,180,Consumer,2011-10-17,Same Day,California,Accessories,1,236,Shipped Late,0,null,179.97,48,null,37.7509,-122.4153
2011-10-17,Furniture,Houston,United States,Evan Bailliet,0.6,CA-2011-103086,77095,-2,2,Northwind Traders,5,Consumer,2011-10-19,Second Class,Texas,Furnishings,2,7,Shipped Early,3,null,5.31,-30,null,29.8941,-95.6481
2011-10-17,Technology,Beaumont,United States,Tracy Blumstein,0.2,CA-2011-124394,77705,-18,3,Northwind Traders,120,Consumer,2011-10-22,Second Class,Texas,Accessories,5,157,Shipped Late,3,null,119.98,-15,null,30.0211,-94.1157
2011-10-18,Furniture,Montgomery,United States,Alan Schoenberger,0,CA-2011-110408,36116,71,6,Fabrikam Inc,546,Corporate,2011-10-20,Second Class,Alabama,Chairs,2,715,Shipped Early,3,null,545.88,13,null,32.3129,-86.2421
2011-10-18,Furniture,Texarkana,United States,Luke Schmidt,0,CA-2011-115084,71854,145,6,Fabrikam Inc,605,Corporate,2011-10-22,Standard Class,Arkansas,Chairs,4,793,Shipped Early,6,null,605.34,24,null,33.431,-93.8765
2011-10-18,Technology,Montgomery,United States,Alan Schoenberger,0,CA-2011-110408,36116,363,5,Fabrikam Inc,1395,Corporate,2011-10-20,Second Class,Alabama,Phones,2,1828,Shipped Early,3,null,1394.95,26,null,32.3129,-86.2421
2011-10-19,Technology,Lakewood,United States,Eugene Hildebrand,0.2,CA-2011-100867,90712,20,6,Alpine Ski House,322,Home Office,2011-10-24,Standard Class,California,Phones,5,421,Shipped Early,6,null,321.55,6.3,null,33.8512,-118.1457
2011-10-19,Technology,San Francisco,United States,Rachel Payne,0.2,CA-2011-155264,94110,12,3,Alpine Ski House,118,Corporate,2011-10-22,Second Class,California,Phones,3,154,Shipped On Time,3,null,117.58,10,null,37.7509,-122.4153
2011-10-20,Furniture,Knoxville,United States,Fred Hopkins,0.4,CA-2011-169684,37918,-148,3,Fabrikam Inc,329,Corporate,2011-10-23,First Class,Tennessee,Tables,3,431,Shipped Late,1,null,328.59,-45,null,36.0501,-83.9226
2011-10-20,Technology,Chicago,United States,Lindsay Shagiari,0.2,CA-2011-137092,60653,72,4,Northwind Traders,320,Home Office,2011-10-22,Second Class,Illinois,Accessories,2,419,Shipped Early,3,null,319.97,22.5,null,41.8196,-87.6126
2011-10-21,Furniture,Fairfield,United States,Tracy Blumstein,0.4,CA-2011-142587,45014,-123,3,A Datum Corporation,410,Consumer,2011-10-22,First Class,Ohio,Tables,1,537,Shipped On Time,1,null,409.59,-30,null,39.3266,-84.5479
2011-10-21,Furniture,Newport News,United States,Frank Hawley,0,CA-2011-100916,23602,112,4,Fabrikam Inc,591,Corporate,2011-10-26,Standard Class,Virginia,Tables,5,775,Shipped Early,6,null,591.32,19,null,37.1132,-76.5179
2011-10-22,Furniture,Bossier City,United States,Nicole Brennan,0,CA-2011-151967,71111,10,4,Fabrikam Inc,130,Corporate,2011-10-26,Standard Class,Louisiana,Furnishings,4,170,Shipped Early,6,null,129.92,8,null,32.5449,-93.7038
2011-10-22,Furniture,Newark,United States,Maureen Gastineau,0.2,CA-2011-110072,43055,13,4,A Datum Corporation,94,Home Office,2011-10-28,Standard Class,Ohio,Furnishings,6,123,Shipped On Time,6,null,93.89,13.8,null,40.0724,-82.4046
2011-10-25,Technology,Philadelphia,United States,Evan Henry,0.2,CA-2011-139542,19120,1,3,A Datum Corporation,41,Consumer,2011-10-29,Standard Class,Pennsylvania,Accessories,4,53,Shipped Early,6,null,40.78,1.3,null,40.0343,-75.1213
2011-10-26,Furniture,Seattle,United States,Angele Hood,0,CA-2011-162278,98105,3,4,Alpine Ski House,64,Consumer,2011-10-30,Second Class,Washington,Furnishings,4,84,Shipped Late,3,null,63.92,5,null,47.6633,-122.3022
2011-10-26,Technology,Seattle,United States,Angele Hood,0.2,CA-2011-162278,98105,38,5,Alpine Ski House,384,Consumer,2011-10-30,Second Class,Washington,Phones,4,503,Shipped Late,3,null,383.96,10,null,47.6633,-122.3022
2011-10-28,Furniture,Los Angeles,United States,Todd Sumrall,0.15,CA-2011-101931,90049,-36,6,Alpine Ski House,617,Corporate,2011-10-31,First Class,California,Bookcases,3,809,Shipped Late,1,null,617,-5.9,null,34.066,-118.474
2011-10-28,Technology,Garden City,United States,Bill Tyler,0,CA-2011-107769,67846,75,2,Northwind Traders,258,Corporate,2011-11-01,Standard Class,Kansas,Phones,4,338,Shipped Early,6,null,257.98,29,null,37.9769,-100.8621
2011-10-29,Technology,Chicago,United States,Sue Ann Reed,0.2,CA-2011-154627,60610,342,6,Northwind Traders,2736,Consumer,2011-10-31,First Class,Illinois,Phones,2,3585,Shipped Late,1,null,2735.95,12.5,null,41.9033,-87.6336
2011-10-29,Technology,Columbus,United States,Noah Childs,0,CA-2011-166590,47201,1,2,Northwind Traders,2,Corporate,2011-11-02,Standard Class,Indiana,Accessories,4,3,Shipped Early,6,null,1.98,45,null,39.2055,-85.9317
2011-10-31,Furniture,Cranston,United States,Anne McFarland,0.3,CA-2011-145387,2920,-61,1,A Datum Corporation,386,Consumer,2011-11-02,Second Class,Rhode Island,Tables,2,505,Shipped Early,3,null,385.69,-15.7,null,41.7716,-71.4659
2011-10-31,Furniture,Cranston,United States,Anne McFarland,0,CA-2011-145387,2920,4,2,A Datum Corporation,15,Consumer,2011-11-02,Second Class,Rhode Island,Furnishings,2,19,Shipped Early,3,null,14.76,29,null,41.7716,-71.4659
2011-10-31,Furniture,Cranston,United States,Anne McFarland,0,CA-2011-145387,2920,8,3,A Datum Corporation,18,Consumer,2011-11-02,Second Class,Rhode Island,Furnishings,2,23,Shipped Early,3,null,17.67,44,null,41.7716,-71.4659
2011-10-31,Furniture,Cranston,United States,Anne McFarland,0,CA-2011-145387,2920,481,5,A Datum Corporation,1605,Consumer,2011-11-02,Second Class,Rhode Island,Chairs,2,2103,Shipped Early,3,null,1604.9,30,null,41.7716,-71.4659
2011-10-31,Furniture,Lorain,United States,Anthony Jacobs,0.4,CA-2011-108609,44052,-735,8,A Datum Corporation,1422,Corporate,2011-11-02,Second Class,Ohio,Tables,2,1863,Shipped Early,3,null,1421.66,-51.7,null,41.4578,-82.171
2011-10-31,Furniture,Los Angeles,United States,Greg Guthrie,0.2,CA-2011-106439,90049,-9,3,Alpine Ski House,146,Corporate,2011-11-04,Standard Class,California,Chairs,4,192,Shipped Early,6,null,146.35,-6.3,null,34.066,-118.474
2011-10-31,Technology,Avondale,United States,Amy Cox,0.2,US-2011-167262,85323,84,8,Alpine Ski House,742,Consumer,2011-11-03,Second Class,Arizona,Phones,3,973,Shipped On Time,3,null,742.34,11.3,null,33.4321,-112.3438
2011-10-31,Technology,Los Angeles,United States,Greg Guthrie,0,CA-2011-106439,90049,48,9,Alpine Ski House,252,Corporate,2011-11-04,Standard Class,California,Accessories,4,330,Shipped Early,6,null,251.91,19,null,34.066,-118.474
2011-10-31,Technology,San Francisco,United States,Nancy Lomonaco,0.2,US-2011-120313,94110,8,2,Alpine Ski House,74,Home Office,2011-11-02,Second Class,California,Phones,2,96,Shipped Early,3,null,73.58,11.3,null,37.7509,-122.4153
2011-11-01,Furniture,Long Beach,United States,Daniel Lacy,0,US-2011-137155,11561,10,6,A Datum Corporation,32,Consumer,2011-11-05,Standard Class,New York,Furnishings,4,42,Shipped Early,6,null,31.68,31,null,40.5877,-73.6595
2011-11-01,Furniture,Mason,United States,Erin Ashbrook,0.2,CA-2011-114195,45040,16,2,A Datum Corporation,69,Corporate,2011-11-03,First Class,Ohio,Furnishings,2,90,Shipped Late,1,null,68.7,23.8,null,39.3357,-84.3149
2011-11-01,Technology,Charlotte,United States,Ken Heidel,0.2,CA-2011-102673,28205,110,9,Fabrikam Inc,979,Corporate,2011-11-05,Standard Class,North Carolina,Phones,4,1283,Shipped Early,6,null,978.84,11.3,null,35.22,-80.7881
2011-11-01,Technology,Denver,United States,Russell Applegate,0.2,CA-2011-134313,80219,248,4,Alpine Ski House,1984,Consumer,2011-11-07,Standard Class,Colorado,Phones,6,2600,Shipped On Time,6,null,1983.97,12.5,null,39.6956,-105.0341
2011-11-01,Technology,Portland,United States,Natalie DeCherney,0.2,CA-2011-148915,97206,55,3,Alpine Ski House,156,Consumer,2011-11-05,Standard Class,Oregon,Phones,4,204,Shipped Early,6,null,155.98,35,null,45.484,-122.5973
2011-11-02,Furniture,New York City,United States,Roger Demir,0,CA-2011-107454,10024,24,6,A Datum Corporation,89,Consumer,2011-11-06,Standard Class,New York,Furnishings,4,117,Shipped Early,6,null,89.34,27,null,40.7864,-73.9764
2011-11-02,Technology,Fort Lauderdale,United States,Julie Kriz,0.2,CA-2011-120670,33311,240,10,Fabrikam Inc,800,Home Office,2011-11-06,Standard Class,Florida,Accessories,4,1048,Shipped Early,6,null,799.92,30,null,26.1421,-80.1728
2011-11-02,Technology,Irving,United States,Patrick OBrill,0.2,CA-2011-148782,75061,8,3,Northwind Traders,89,Consumer,2011-11-07,Standard Class,Texas,Phones,5,116,Shipped Early,6,null,88.78,8.8,null,32.8267,-96.9633
2011-11-02,Technology,Medina,United States,Liz Carlisle,0.4,CA-2011-129147,44256,-10,7,A Datum Corporation,50,Consumer,2011-11-06,Standard Class,Ohio,Phones,4,66,Shipped Early,6,null,50.23,-20,null,41.1404,-81.8584
2011-11-02,Technology,Medina,United States,Liz Carlisle,0.4,CA-2011-129147,44256,-108,6,A Datum Corporation,540,Consumer,2011-11-06,Standard Class,Ohio,Phones,4,708,Shipped Early,6,null,539.96,-20,null,41.1404,-81.8584
2011-11-02,Technology,San Francisco,United States,Shahid Hopkins,0.2,CA-2011-115889,94122,5,2,Alpine Ski House,46,Consumer,2011-11-06,Standard Class,California,Phones,4,61,Shipped Early,6,null,46.38,11.3,null,37.7593,-122.4836
2011-11-02,Technology,Seattle,United States,Steven Ward,0,CA-2011-134726,98115,15,2,Alpine Ski House,42,Corporate,2011-11-07,Second Class,Washington,Accessories,5,55,Shipped Late,3,null,41.94,36,null,47.6849,-122.2968
2011-11-02,Technology,Seattle,United States,Steven Ward,0.2,CA-2011-134726,98115,5,1,Alpine Ski House,53,Corporate,2011-11-07,Second Class,Washington,Phones,5,69,Shipped Late,3,null,52.79,8.8,null,47.6849,-122.2968
2011-11-03,Furniture,Jacksonville,United States,Shahid Hopkins,0.4,CA-2011-165764,28540,-299,6,Fabrikam Inc,945,Consumer,2011-11-07,Standard Class,North Carolina,Tables,4,1238,Shipped Early,6,null,945.04,-31.7,null,34.7375,-77.4628
2011-11-03,Furniture,Jacksonville,United States,Shahid Hopkins,0.2,CA-2011-165764,28540,-51,3,Fabrikam Inc,410,Consumer,2011-11-07,Standard Class,North Carolina,Furnishings,4,538,Shipped Early,6,null,410.35,-12.5,null,34.7375,-77.4628
2011-11-03,Technology,New York City,United States,Speros Goranitis,0,CA-2011-121573,10009,220,4,A Datum Corporation,784,Consumer,2011-11-07,Standard Class,New York,Phones,4,1027,Shipped Early,6,null,783.96,28,null,40.7262,-73.9796
