OrderDate,Category,City,Country,CustomerName,Discount,OrderID,PostalCode,Profit,Quantity,Account,Sales,Segment,ShipDate,ShipMode,State,Sub_Category,DaystoShipActual,SalesForecast,ShipStatus,DaystoShipScheduled,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude
9/07/2011,Office Supplies,San Francisco,United States,Darrin Sayre,0.2,CA-2011-113271,94122,5,6,Alpine Ski House,14,Home Office,14/07/2011,Standard Class,California,Binders,5,19,Shipped Early,6,null,14.3,32.5,null,37.7593,-122.4836
9/07/2011,Office Supplies,San Francisco,United States,Darrin Sayre,0,CA-2011-113271,94122,2,2,Alpine Ski House,6,Home Office,14/07/2011,Standard Class,California,Art,5,7,Shipped Early,6,null,5.56,40,null,37.7593,-122.4836
9/07/2011,Office Supplies,San Francisco,United States,Darrin Sayre,0,CA-2011-113271,94122,16,5,Alpine Ski House,32,Home Office,14/07/2011,Standard Class,California,Paper,5,42,Shipped Early,6,null,32.4,48,null,37.7593,-122.4836
11/07/2011,Office Supplies,El Paso,United States,Michael Nguyen,0.2,CA-2011-123225,79907,4,2,Northwind Traders,10,Consumer,14/07/2011,First Class,Texas,Paper,3,14,Shipped Late,1,null,10.37,35,null,31.7089,-106.3293
11/07/2011,Office Supplies,Hackensack,United States,Laura Armstrong,0,CA-2011-163552,7601,7,5,A Datum Corporation,14,Corporate,15/07/2011,Standard Class,New Jersey,Labels,4,19,Shipped Early,6,null,14.4,49,null,40.8882,-74.0503
11/07/2011,Office Supplies,Hackensack,United States,Laura Armstrong,0,CA-2011-163552,7601,83,5,A Datum Corporation,177,Corporate,15/07/2011,Standard Class,New Jersey,Paper,4,232,Shipped Early,6,null,177.2,47,null,40.8882,-74.0503
11/07/2011,Office Supplies,New York City,United States,Mark Hamilton,0.2,CA-2011-133305,10011,6,5,A Datum Corporation,18,Consumer,15/07/2011,Standard Class,New York,Binders,4,24,Shipped Early,6,null,18.28,35,null,40.7402,-73.9996
11/07/2011,Office Supplies,New York City,United States,Mark Hamilton,0,CA-2011-133305,10011,23,4,A Datum Corporation,49,Consumer,15/07/2011,Standard Class,New York,Paper,4,64,Shipped Early,6,null,49.12,47,null,40.7402,-73.9996
12/07/2011,Office Supplies,Chicago,United States,Max Engle,0.2,CA-2011-124807,60610,13,9,Northwind Traders,36,Consumer,15/07/2011,Second Class,Illinois,Paper,3,47,Shipped On Time,3,null,35.86,36.3,null,41.9033,-87.6336
12/07/2011,Office Supplies,League City,United States,Paul Van Hugh,0.2,CA-2011-161508,77573,4,7,Northwind Traders,22,Home Office,16/07/2011,Standard Class,Texas,Art,4,29,Shipped Early,6,null,22.29,17.5,null,29.5173,-95.0963
12/07/2011,Office Supplies,League City,United States,Paul Van Hugh,0.2,CA-2011-161508,77573,1,2,Northwind Traders,3,Home Office,16/07/2011,Standard Class,Texas,Fasteners,4,5,Shipped Early,6,null,3.49,16.3,null,29.5173,-95.0963
12/07/2011,Office Supplies,League City,United States,Paul Van Hugh,0.2,CA-2011-161508,77573,6,3,Northwind Traders,16,Home Office,16/07/2011,Standard Class,Texas,Paper,4,21,Shipped Early,6,null,16.03,35,null,29.5173,-95.0963
12/07/2011,Office Supplies,Los Angeles,United States,Ben Ferrer,0,CA-2011-110184,90036,45,9,Alpine Ski House,250,Home Office,16/07/2011,Standard Class,California,Storage,4,327,Shipped Early,6,null,249.75,18,null,34.0699,-118.3492
12/07/2011,Office Supplies,San Francisco,United States,Alyssa Crouse,0.2,CA-2011-129924,94122,3,2,Alpine Ski House,8,Corporate,17/07/2011,Standard Class,California,Binders,5,10,Shipped Early,6,null,7.71,36.3,null,37.7593,-122.4836
12/07/2011,Office Supplies,Seattle,United States,Clay Ludtke,0.2,CA-2011-131310,98115,4,4,Alpine Ski House,11,Consumer,18/07/2011,Standard Class,Washington,Binders,6,15,Shipped On Time,6,null,11.26,33.8,null,47.6849,-122.2968
14/07/2011,Office Supplies,Aurora,United States,Arthur Wiediger,0.8,US-2011-103905,60505,-46,7,Northwind Traders,30,Home Office,20/07/2011,Standard Class,Illinois,Binders,6,39,Shipped On Time,6,null,29.93,-155,null,41.7582,-88.2971
14/07/2011,Office Supplies,New York City,United States,Barbara Fisher,0,CA-2011-109904,10009,4,3,A Datum Corporation,18,Corporate,17/07/2011,Second Class,New York,Art,3,24,Shipped On Time,3,null,17.94,25,null,40.7262,-73.9796
14/07/2011,Office Supplies,Newark,United States,Shirley Schmidt,0,CA-2011-124464,19711,11,1,A Datum Corporation,39,Home Office,20/07/2011,Standard Class,Delaware,Appliances,6,52,Shipped On Time,6,null,39.48,28,null,39.7011,-75.7375
14/07/2011,Office Supplies,Philadelphia,United States,Shui Tom,0.2,CA-2011-164182,19140,5,2,A Datum Corporation,42,Consumer,18/07/2011,Standard Class,Pennsylvania,Art,4,54,Shipped Early,6,null,41.58,11.3,null,40.0118,-75.1456
14/07/2011,Office Supplies,Phoenix,United States,Philip Brown,0.2,US-2011-150532,85023,6,5,Alpine Ski House,56,Consumer,21/07/2011,Standard Class,Arizona,Storage,7,73,Shipped Late,6,null,55.92,11.3,null,33.6324,-112.1118
15/07/2011,Office Supplies,Sioux Falls,United States,Victoria Wilson,0,CA-2011-115980,57103,3,3,Northwind Traders,7,Corporate,19/07/2011,Standard Class,South Dakota,Fasteners,4,9,Shipped Early,6,null,6.54,41,null,43.5374,-96.6864
18/07/2011,Office Supplies,New Rochelle,United States,Jack Lebron,0.2,CA-2011-138198,10801,5,2,A Datum Corporation,14,Consumer,23/07/2011,Standard Class,New York,Binders,5,18,Shipped Early,6,null,13.9,32.5,null,40.9166,-73.7877
19/07/2011,Office Supplies,Bristol,United States,Christine Abelman,0,US-2011-150434,6010,2,1,A Datum Corporation,4,Corporate,24/07/2011,Standard Class,Connecticut,Binders,5,5,Shipped Early,6,null,3.81,48,null,41.6823,-72.9302
19/07/2011,Office Supplies,Bristol,United States,Christine Abelman,0,US-2011-150434,6010,10,2,A Datum Corporation,21,Corporate,24/07/2011,Standard Class,Connecticut,Binders,5,27,Shipped Early,6,null,20.88,46,null,41.6823,-72.9302
19/07/2011,Office Supplies,Great Falls,United States,Eugene Moren,0.2,CA-2011-168158,59405,2,2,Alpine Ski House,6,Home Office,24/07/2011,Standard Class,Montana,Binders,5,8,Shipped Early,6,null,6.1,36.3,null,47.495,-111.2502
20/07/2011,Office Supplies,Dallas,United States,Katherine Murray,0.2,CA-2011-143903,75217,39,3,Northwind Traders,343,Home Office,24/07/2011,Standard Class,Texas,Storage,4,449,Shipped Early,6,null,342.86,11.3,null,32.7244,-96.6755
20/07/2011,Office Supplies,Riverside,United States,Jonathan Doherty,0,CA-2011-127866,92503,161,3,Alpine Ski House,535,Corporate,23/07/2011,First Class,California,Storage,3,702,Shipped Late,1,null,535.41,30,null,33.9208,-117.4589
20/07/2011,Office Supplies,Riverside,United States,Jonathan Doherty,0,CA-2011-127866,92503,4,4,Alpine Ski House,13,Corporate,23/07/2011,First Class,California,Art,3,17,Shipped Late,1,null,13.12,29,null,33.9208,-117.4589
20/07/2011,Office Supplies,Riverside,United States,Jonathan Doherty,0,CA-2011-127866,92503,6,2,Alpine Ski House,12,Corporate,23/07/2011,First Class,California,Paper,3,16,Shipped Late,1,null,11.96,49,null,33.9208,-117.4589
20/07/2011,Office Supplies,San Diego,United States,Charles Crestani,0.2,CA-2011-141726,92105,3,2,Alpine Ski House,9,Consumer,22/07/2011,First Class,California,Binders,2,11,Shipped Late,1,null,8.7,36.3,null,32.7423,-117.0947
20/07/2011,Office Supplies,San Diego,United States,Charles Crestani,0,CA-2011-141726,92105,50,1,Alpine Ski House,105,Consumer,22/07/2011,First Class,California,Paper,2,137,Shipped Late,1,null,104.85,48,null,32.7423,-117.0947
20/07/2011,Office Supplies,San Diego,United States,Charles Crestani,0,CA-2011-141726,92105,10,4,Alpine Ski House,20,Consumer,22/07/2011,First Class,California,Paper,2,26,Shipped Late,1,null,19.92,49,null,32.7423,-117.0947
20/07/2011,Office Supplies,San Francisco,United States,Roger Demir,0.2,CA-2011-157546,94122,30,6,Alpine Ski House,90,Consumer,22/07/2011,First Class,California,Binders,2,118,Shipped Late,1,null,89.71,33.8,null,37.7593,-122.4836
20/07/2011,Office Supplies,San Francisco,United States,Roger Demir,0,CA-2011-157546,94122,11,3,Alpine Ski House,23,Consumer,22/07/2011,First Class,California,Paper,2,30,Shipped Late,1,null,22.83,47,null,37.7593,-122.4836
20/07/2011,Office Supplies,Springfield,United States,Scot Wooten,0.2,CA-2011-142965,45503,-5,1,A Datum Corporation,26,Consumer,20/07/2011,Same Day,Ohio,Storage,0,34,Shipped On Time,0,null,25.98,-20,null,39.9528,-83.7804
20/07/2011,Office Supplies,Springfield,United States,Scot Wooten,0.7,CA-2011-142965,45503,-22,3,A Datum Corporation,27,Consumer,20/07/2011,Same Day,Ohio,Binders,0,36,Shipped On Time,0,null,27.36,-80,null,39.9528,-83.7804
21/07/2011,Office Supplies,Dallas,United States,Harry Marie,0.8,CA-2011-129189,75217,-13,3,Northwind Traders,5,Corporate,25/07/2011,Standard Class,Texas,Appliances,4,7,Shipped Early,6,null,4.99,-260,null,32.7244,-96.6755
21/07/2011,Office Supplies,Dallas,United States,Harry Marie,0.8,CA-2011-129189,75217,-2,1,Northwind Traders,1,Corporate,25/07/2011,Standard Class,Texas,Binders,4,1,Shipped Early,6,null,1.04,-175,null,32.7244,-96.6755
21/07/2011,Office Supplies,Dallas,United States,Harry Marie,0.2,CA-2011-129189,75217,30,5,Northwind Traders,88,Corporate,25/07/2011,Standard Class,Texas,Envelopes,4,115,Shipped Early,6,null,87.92,33.8,null,32.7244,-96.6755
21/07/2011,Office Supplies,San Francisco,United States,Michelle Ellison,0,CA-2011-116932,94122,26,5,Alpine Ski House,99,Corporate,25/07/2011,Standard Class,California,Art,4,130,Shipped Early,6,null,99.2,26,null,37.7593,-122.4836
22/07/2011,Office Supplies,Houston,United States,John Lucas,0.2,US-2011-164644,77095,1,1,Northwind Traders,27,Consumer,24/07/2011,Second Class,Texas,Storage,2,35,Shipped Early,3,null,26.63,5,null,29.8941,-95.6481
22/07/2011,Office Supplies,Los Angeles,United States,Alejandro Ballentine,0,CA-2011-122679,90008,6,6,Alpine Ski House,20,Home Office,28/07/2011,Standard Class,California,Art,6,26,Shipped On Time,6,null,19.68,33,null,34.0116,-118.3411
22/07/2011,Office Supplies,New York City,United States,Erin Mull,0,CA-2011-127691,10024,2,2,A Datum Corporation,6,Consumer,27/07/2011,Standard Class,New York,Art,5,8,Shipped Early,6,null,5.96,28,null,40.7864,-73.9764
22/07/2011,Office Supplies,San Francisco,United States,Naresj Patel,0,CA-2011-117464,94122,69,10,Alpine Ski House,237,Consumer,24/07/2011,Second Class,California,Storage,2,310,Shipped Early,3,null,236.5,29,null,37.7593,-122.4836
22/07/2011,Office Supplies,San Francisco,United States,Naresj Patel,0,CA-2011-117464,94122,3,4,Alpine Ski House,12,Consumer,24/07/2011,Second Class,California,Art,2,15,Shipped Early,3,null,11.52,28,null,37.7593,-122.4836
23/07/2011,Office Supplies,San Francisco,United States,Nick Crebassa,0,CA-2011-145254,94122,12,5,Alpine Ski House,41,Corporate,27/07/2011,Standard Class,California,Supplies,4,53,Shipped Early,6,null,40.7,29,null,37.7593,-122.4836
23/07/2011,Office Supplies,Tucson,United States,Arthur Gainer,0.2,US-2011-119137,85705,1,1,Alpine Ski House,9,Consumer,27/07/2011,Standard Class,Arizona,Art,4,12,Shipped Early,6,null,9.24,10,null,32.2691,-110.9845
23/07/2011,Office Supplies,Tucson,United States,Arthur Gainer,0.7,US-2011-119137,85705,-6,5,Alpine Ski House,8,Consumer,27/07/2011,Standard Class,Arizona,Binders,4,11,Shipped Early,6,null,8.16,-70,null,32.2691,-110.9845
25/07/2011,Office Supplies,Los Angeles,United States,Vicky Freymann,0,CA-2011-146528,90045,5,4,Alpine Ski House,16,Home Office,27/07/2011,Second Class,California,Supplies,2,20,Shipped Early,3,null,15.52,29,null,33.9631,-118.3941
25/07/2011,Office Supplies,Los Angeles,United States,Vicky Freymann,0,CA-2011-146528,90045,3,1,Alpine Ski House,6,Home Office,27/07/2011,Second Class,California,Paper,2,8,Shipped Early,3,null,6.48,49,null,33.9631,-118.3941
25/07/2011,Office Supplies,San Francisco,United States,Ken Lonsdale,0,CA-2011-143917,94122,15,4,Alpine Ski House,54,Consumer,27/07/2011,Second Class,California,Storage,2,70,Shipped Early,3,null,53.72,28,null,37.7593,-122.4836
25/07/2011,Office Supplies,San Francisco,United States,Ken Lonsdale,0,CA-2011-143917,94122,328,5,Alpine Ski House,8188,Consumer,27/07/2011,Second Class,California,Supplies,2,10729,Shipped Early,3,null,8187.65,4,null,37.7593,-122.4836
26/07/2011,Office Supplies,Atlanta,United States,Sheri Gordon,0,CA-2011-116190,30318,77,13,Fabrikam Inc,163,Consumer,1/08/2011,Standard Class,Georgia,Labels,6,213,Shipped On Time,6,null,162.89,47,null,33.7865,-84.4454
26/07/2011,Office Supplies,Chicago,United States,Carl Ludwig,0.2,US-2011-155894,60623,-29,3,Northwind Traders,124,Consumer,30/07/2011,Second Class,Illinois,Storage,4,162,Shipped Late,3,null,123.55,-23.8,null,41.849,-87.7157
26/07/2011,Office Supplies,San Antonio,United States,Luke Foster,0.8,CA-2011-169019,78207,-12,2,Northwind Traders,5,Consumer,30/07/2011,Standard Class,Texas,Appliances,4,6,Shipped Early,6,null,4.84,-250,null,29.4229,-98.526
26/07/2011,Office Supplies,San Antonio,United States,Luke Foster,0.8,CA-2011-169019,78207,-3702,8,Northwind Traders,2178,Consumer,30/07/2011,Standard Class,Texas,Binders,4,2854,Shipped Early,6,null,2177.58,-170,null,29.4229,-98.526
26/07/2011,Office Supplies,San Antonio,United States,Luke Foster,0.8,CA-2011-169019,78207,-13,5,Northwind Traders,9,Consumer,30/07/2011,Standard Class,Texas,Binders,4,12,Shipped Early,6,null,8.88,-150,null,29.4229,-98.526
26/07/2011,Office Supplies,San Antonio,United States,Luke Foster,0.8,CA-2011-169019,78207,-27,4,Northwind Traders,17,Consumer,30/07/2011,Standard Class,Texas,Binders,4,22,Shipped Early,6,null,16.78,-160,null,29.4229,-98.526
27/07/2011,Office Supplies,Los Angeles,United States,Barry Blumstein,0,CA-2011-169642,90036,0,2,Alpine Ski House,276,Corporate,30/07/2011,Second Class,California,Storage,3,362,Shipped On Time,3,null,276.28,0,null,34.0699,-118.3492
27/07/2011,Office Supplies,New York City,United States,Aaron Smayling,0,US-2011-150126,10035,32,11,A Datum Corporation,66,Corporate,2/08/2011,Standard Class,New York,Paper,6,86,Shipped On Time,6,null,65.78,49,null,40.8011,-73.9371
28/07/2011,Office Supplies,Apopka,United States,Chloris Kastensmidt,0.2,CA-2011-131541,32712,17,7,Fabrikam Inc,49,Consumer,28/07/2011,Same Day,Florida,Envelopes,0,64,Shipped On Time,0,null,48.94,33.8,null,28.712,-81.5136
28/07/2011,Office Supplies,Apopka,United States,Chloris Kastensmidt,0.2,CA-2011-131541,32712,5,5,Fabrikam Inc,14,Consumer,28/07/2011,Same Day,Florida,Fasteners,0,19,Shipped On Time,0,null,14.32,36.3,null,28.712,-81.5136
1/08/2011,Office Supplies,Charlotte,United States,Barbara Fisher,0.2,CA-2011-117345,28205,10,1,Fabrikam Inc,63,Corporate,5/08/2011,Standard Class,North Carolina,Appliances,4,82,Shipped Early,6,null,62.92,16.3,null,35.22,-80.7881
1/08/2011,Office Supplies,Charlotte,United States,Barbara Fisher,0.2,CA-2011-117345,28205,6,3,Fabrikam Inc,18,Corporate,5/08/2011,Standard Class,North Carolina,Labels,4,23,Shipped Early,6,null,17.54,33.8,null,35.22,-80.7881
1/08/2011,Office Supplies,Charlotte,United States,Barbara Fisher,0.2,CA-2011-117345,28205,29,2,Fabrikam Inc,78,Corporate,5/08/2011,Standard Class,North Carolina,Paper,4,103,Shipped Early,6,null,78.3,37.5,null,35.22,-80.7881
1/08/2011,Office Supplies,Philadelphia,United States,Ann Steele,0.2,CA-2011-162684,19120,2,2,A Datum Corporation,6,Home Office,6/08/2011,Standard Class,Pennsylvania,Fasteners,5,7,Shipped Early,6,null,5.68,33.8,null,40.0343,-75.1213
1/08/2011,Office Supplies,San Francisco,United States,Ivan Liston,0.2,CA-2011-152296,94122,7,3,Alpine Ski House,20,Consumer,3/08/2011,First Class,California,Binders,2,26,Shipped Late,1,null,19.75,35,null,37.7593,-122.4836
2/08/2011,Office Supplies,Springfield,United States,Nick Zandusky,0,US-2011-106299,65807,226,2,Northwind Traders,838,Home Office,8/08/2011,Standard Class,Missouri,Storage,6,1099,Shipped On Time,6,null,838.38,27,null,37.1668,-93.3085
2/08/2011,Office Supplies,Springfield,United States,Nick Zandusky,0,US-2011-106299,65807,13,5,Northwind Traders,27,Home Office,8/08/2011,Standard Class,Missouri,Binders,6,35,Shipped On Time,6,null,26.7,47,null,37.1668,-93.3085
3/08/2011,Office Supplies,Denver,United States,Bruce Stewart,0.2,CA-2011-133690,80219,0,1,Alpine Ski House,3,Consumer,5/08/2011,First Class,Colorado,Appliances,2,3,Shipped Late,1,null,2.6,11.3,null,39.6956,-105.0341
3/08/2011,Office Supplies,Glendale,United States,Gary Hansen,0.2,CA-2011-128986,85301,34,3,Alpine Ski House,93,Home Office,5/08/2011,Second Class,Arizona,Paper,2,122,Shipped Early,3,null,93.02,36.3,null,33.5311,-112.1767
3/08/2011,Office Supplies,New York City,United States,Berenike Kampe,0,CA-2011-125612,10035,27,10,A Datum Corporation,102,Consumer,8/08/2011,Standard Class,New York,Supplies,5,134,Shipped Early,6,null,102.3,26,null,40.8011,-73.9371
3/08/2011,Office Supplies,New York City,United States,Berenike Kampe,0,CA-2011-125612,10035,6,2,A Datum Corporation,21,Consumer,8/08/2011,Standard Class,New York,Storage,5,28,Shipped Early,6,null,21.36,27,null,40.8011,-73.9371
3/08/2011,Office Supplies,New York City,United States,Berenike Kampe,0,CA-2011-125612,10035,19,2,A Datum Corporation,40,Consumer,8/08/2011,Standard Class,New York,Paper,5,52,Shipped Early,6,null,39.96,47,null,40.8011,-73.9371
4/08/2011,Office Supplies,Bangor,United States,Marina Lichtenstein,0,CA-2011-134215,4401,28,2,A Datum Corporation,102,Corporate,8/08/2011,Standard Class,Maine,Appliances,4,134,Shipped Early,6,null,101.96,27,null,44.8242,-68.7918
4/08/2011,Office Supplies,Bangor,United States,Marina Lichtenstein,0,CA-2011-134215,4401,125,13,A Datum Corporation,260,Corporate,8/08/2011,Standard Class,Maine,Paper,4,340,Shipped Early,6,null,259.74,48,null,44.8242,-68.7918
4/08/2011,Office Supplies,Pleasant Grove,United States,Valerie Dominguez,0,CA-2011-126361,84062,305,3,Alpine Ski House,1090,Consumer,9/08/2011,Second Class,Utah,Appliances,5,1428,Shipped Late,3,null,1089.75,28,null,40.372,-111.7333
4/08/2011,Office Supplies,Pleasant Grove,United States,Valerie Dominguez,0.2,CA-2011-126361,84062,5,1,Alpine Ski House,13,Consumer,9/08/2011,Second Class,Utah,Binders,5,17,Shipped Late,3,null,13.18,36.3,null,40.372,-111.7333
4/08/2011,Office Supplies,Pleasant Grove,United States,Valerie Dominguez,0,CA-2011-126361,84062,4,5,Alpine Ski House,16,Consumer,9/08/2011,Second Class,Utah,Art,5,21,Shipped Late,3,null,16.4,26,null,40.372,-111.7333
4/08/2011,Office Supplies,Pleasant Grove,United States,Valerie Dominguez,0,CA-2011-126361,84062,8,5,Alpine Ski House,159,Consumer,9/08/2011,Second Class,Utah,Storage,5,208,Shipped Late,3,null,158.9,5,null,40.372,-111.7333
4/08/2011,Office Supplies,Pleasant Grove,United States,Valerie Dominguez,0,CA-2011-126361,84062,219,8,Alpine Ski House,448,Consumer,9/08/2011,Second Class,Utah,Paper,5,587,Shipped Late,3,null,447.84,49,null,40.372,-111.7333
5/08/2011,Office Supplies,Los Angeles,United States,Chad Sievert,0,CA-2011-118962,90004,10,3,Alpine Ski House,21,Consumer,9/08/2011,Standard Class,California,Paper,4,27,Shipped Early,6,null,20.94,47,null,34.0762,-118.3029
5/08/2011,Office Supplies,Los Angeles,United States,Chad Sievert,0,CA-2011-118962,90004,53,2,Alpine Ski House,111,Consumer,9/08/2011,Standard Class,California,Paper,4,145,Shipped Early,6,null,110.96,48,null,34.0762,-118.3029
5/08/2011,Office Supplies,Meriden,United States,Ricardo Sperren,0,US-2011-117968,6450,2,2,A Datum Corporation,5,Corporate,7/08/2011,Second Class,Connecticut,Art,2,6,Shipped Early,3,null,4.56,44,null,41.5334,-72.7997
5/08/2011,Office Supplies,Meriden,United States,Ricardo Sperren,0,US-2011-117968,6450,22,3,A Datum Corporation,79,Corporate,7/08/2011,Second Class,Connecticut,Appliances,2,104,Shipped Early,3,null,79.47,28,null,41.5334,-72.7997
5/08/2011,Office Supplies,New York City,United States,Stephanie Phelps,0,CA-2011-110065,10009,7,7,A Datum Corporation,16,Corporate,11/08/2011,Standard Class,New York,Art,6,21,Shipped On Time,6,null,15.96,44,null,40.7262,-73.9796
5/08/2011,Office Supplies,San Francisco,United States,Sonia Sunley,0,CA-2011-150490,94122,1,2,Alpine Ski House,16,Consumer,11/08/2011,Standard Class,California,Storage,6,21,Shipped On Time,6,null,15.78,4,null,37.7593,-122.4836
5/08/2011,Office Supplies,San Francisco,United States,Sonia Sunley,0,CA-2011-150490,94122,13,2,Alpine Ski House,46,Consumer,11/08/2011,Standard Class,California,Art,6,60,Shipped On Time,6,null,45.98,28,null,37.7593,-122.4836
8/08/2011,Office Supplies,San Diego,United States,Lena Radford,0,CA-2011-131450,92024,22,2,Alpine Ski House,76,Consumer,15/08/2011,Standard Class,California,Appliances,7,100,Shipped Late,6,null,76.12,29,null,33.0535,-117.2689
8/08/2011,Office Supplies,Trenton,United States,Matt Abelman,0.1,CA-2011-124478,48183,37,3,Northwind Traders,168,Home Office,12/08/2011,Standard Class,Michigan,Appliances,4,220,Shipped Early,6,null,167.53,22.2,null,42.1382,-83.2179
8/08/2011,Office Supplies,Trenton,United States,Matt Abelman,0,CA-2011-124478,48183,17,3,Northwind Traders,38,Home Office,12/08/2011,Standard Class,Michigan,Envelopes,4,50,Shipped Early,6,null,38.34,45,null,42.1382,-83.2179
8/08/2011,Office Supplies,Vacaville,United States,Tamara Manning,0,CA-2011-154669,95687,110,11,Alpine Ski House,423,Consumer,11/08/2011,Second Class,California,Storage,3,555,Shipped On Time,3,null,423.28,26,null,38.3482,-121.9538
9/08/2011,Office Supplies,Fresno,United States,Gene McClure,0,CA-2011-141901,93727,3,1,Alpine Ski House,6,Consumer,14/08/2011,Standard Class,California,Paper,5,8,Shipped Early,6,null,5.98,45,null,36.7528,-119.7061
9/08/2011,Office Supplies,Phoenix,United States,Roger Demir,0.7,CA-2011-161249,85023,-7,5,Alpine Ski House,9,Consumer,13/08/2011,Standard Class,Arizona,Binders,4,12,Shipped Early,6,null,9.35,-70,null,33.6324,-112.1118
9/08/2011,Office Supplies,Phoenix,United States,Roger Demir,0.2,CA-2011-161249,85023,-1,3,Alpine Ski House,4,Consumer,13/08/2011,Standard Class,Arizona,Fasteners,4,6,Shipped Early,6,null,4.46,-21.3,null,33.6324,-112.1118
9/08/2011,Office Supplies,Saint Petersburg,United States,Andy Gerbode,0.2,CA-2011-167850,33710,5,3,Fabrikam Inc,16,Corporate,16/08/2011,Standard Class,Florida,Paper,7,20,Shipped Late,6,null,15.55,35,null,27.7898,-82.7243
9/08/2011,Office Supplies,San Diego,United States,Emily Ducich,0,CA-2011-110527,92037,10,8,Alpine Ski House,21,Home Office,16/08/2011,Standard Class,California,Labels,7,27,Shipped Late,6,null,20.88,46,null,32.8455,-117.2521
9/08/2011,Office Supplies,Seattle,United States,Joseph Holt,0.2,CA-2011-169726,98103,644,7,Alpine Ski House,2061,Consumer,13/08/2011,Standard Class,Washington,Binders,4,2700,Shipped Early,6,null,2060.74,31.3,null,47.6733,-122.3426
11/08/2011,Office Supplies,New York City,United States,Ken Lonsdale,0,CA-2011-154641,10035,19,1,A Datum Corporation,375,Consumer,16/08/2011,Standard Class,New York,Storage,5,492,Shipped Early,6,null,375.34,5,null,40.8011,-73.9371
11/08/2011,Office Supplies,Seattle,United States,Greg Matthias,0,CA-2011-127012,98105,11,1,Alpine Ski House,41,Consumer,15/08/2011,Standard Class,Washington,Art,4,54,Shipped Early,6,null,40.97,26,null,47.6633,-122.3022
11/08/2011,Office Supplies,Seattle,United States,Greg Matthias,0,CA-2011-127012,98105,11,2,Alpine Ski House,23,Consumer,15/08/2011,Standard Class,Washington,Fasteners,4,30,Shipped Early,6,null,22.96,47,null,47.6633,-122.3022
12/08/2011,Office Supplies,Lakewood,United States,Charles Sheldon,0,CA-2011-109302,8701,98,7,A Datum Corporation,196,Corporate,16/08/2011,Standard Class,New Jersey,Binders,4,257,Shipped Early,6,null,196.21,50,null,40.085,-74.2042
12/08/2011,Office Supplies,Miami,United States,Duane Huffman,0.2,CA-2011-156244,33180,-1,2,Fabrikam Inc,6,Home Office,16/08/2011,Standard Class,Florida,Supplies,4,7,Shipped Early,6,null,5.55,-18.8,null,25.9597,-80.1403
12/08/2011,Office Supplies,Miami,United States,Duane Huffman,0.2,CA-2011-156244,33180,16,6,Fabrikam Inc,211,Home Office,16/08/2011,Standard Class,Florida,Appliances,4,277,Shipped Early,6,null,211.25,7.5,null,25.9597,-80.1403
12/08/2011,Office Supplies,Miami,United States,Duane Huffman,0.2,CA-2011-156244,33180,1,1,Fabrikam Inc,3,Home Office,16/08/2011,Standard Class,Florida,Labels,4,4,Shipped Early,6,null,2.95,33.8,null,25.9597,-80.1403
12/08/2011,Office Supplies,Miami,United States,Duane Huffman,0.2,CA-2011-156244,33180,4,5,Fabrikam Inc,48,Home Office,16/08/2011,Standard Class,Florida,Art,4,63,Shipped Early,6,null,47.96,8.7,null,25.9597,-80.1403
12/08/2011,Office Supplies,Miami,United States,Duane Huffman,0.2,CA-2011-156244,33180,11,6,Fabrikam Inc,31,Home Office,16/08/2011,Standard Class,Florida,Paper,4,41,Shipped Early,6,null,31.1,35,null,25.9597,-80.1403
12/08/2011,Office Supplies,Woodstock,United States,Lauren Leatherbury,0,CA-2011-153927,30188,7,3,Fabrikam Inc,14,Consumer,13/08/2011,First Class,Georgia,Binders,1,18,Shipped On Time,1,null,14.04,48,null,34.106,-84.5117
15/08/2011,Office Supplies,Dallas,United States,Keith Herrera,0.8,CA-2011-138023,75081,-53,8,Northwind Traders,31,Consumer,18/08/2011,First Class,Texas,Binders,3,41,Shipped Late,1,null,30.96,-170,null,32.9462,-96.7058
15/08/2011,Office Supplies,Fairfield,United States,Christine Sundaresam,0,CA-2011-141005,6824,30,3,A Datum Corporation,63,Consumer,18/08/2011,First Class,Connecticut,Binders,3,82,Shipped Late,1,null,62.94,48,null,41.1692,-73.2681
15/08/2011,Office Supplies,Hollywood,United States,Christine Sundaresam,0.2,CA-2011-109043,33021,17,5,Fabrikam Inc,152,Consumer,17/08/2011,First Class,Florida,Appliances,2,199,Shipped Late,1,null,152.24,11.3,null,26.0218,-80.1891
15/08/2011,Office Supplies,Hollywood,United States,Christine Sundaresam,0.2,CA-2011-109043,33021,30,5,Fabrikam Inc,91,Consumer,17/08/2011,First Class,Florida,Paper,2,120,Shipped Late,1,null,91.36,32.5,null,26.0218,-80.1891
15/08/2011,Office Supplies,San Francisco,United States,Brian Dahlen,0.2,US-2011-164406,94122,6,4,Alpine Ski House,18,Consumer,19/08/2011,Standard Class,California,Binders,4,23,Shipped Early,6,null,17.86,35,null,37.7593,-122.4836
15/08/2011,Office Supplies,San Francisco,United States,Brian Dahlen,0.2,US-2011-164406,94122,15,3,Alpine Ski House,46,Consumer,19/08/2011,Standard Class,California,Binders,4,61,Shipped Early,6,null,46.44,32.5,null,37.7593,-122.4836
